city,country,province,Continent
Ciudad Guzman,Mexico,Jalisco,North America
Lagos de Moreno,Mexico,Jalisco,North America
Morelia,Mexico,Michoacán,North America
Lazaro Cardenas,Mexico,Michoacán,North America
Zamora,Mexico,Michoacán,North America
Coalcoman,Mexico,Michoacán,North America
Uruapan,Mexico,Michoacán,North America
Tuxpan,Mexico,Nayarit,North America
Tepic,Mexico,Nayarit,North America
Compostela,Mexico,Nayarit,North America
Tecuala,Mexico,Nayarit,North America
Ciudad del Carmen,Mexico,Campeche,North America
Champoton,Mexico,Campeche,North America
Salina Cruz,Mexico,Oaxaca,North America
Puerto Escondido,Mexico,Oaxaca,North America
Pochutla,Mexico,Oaxaca,North America
Mitla,Mexico,Oaxaca,North America
Tlaxiaco,Mexico,Oaxaca,North America
Huajuapan de Leon,Mexico,Oaxaca,North America
Tehuacan,Mexico,Puebla,North America
Teziutlan,Mexico,Puebla,North America
Frontera,Mexico,Tabasco,North America
Tenosique,Mexico,Tabasco,North America
Salamanca,Mexico,Guanajuato,North America
Guanajuato,Mexico,Guanajuato,North America
Taxco,Mexico,Guerrero,North America
Ayutla,Mexico,Guerrero,North America
Ciudad Altamirano,Mexico,Guerrero,North America
Petatlan,Mexico,Guerrero,North America
Pachuca,Mexico,Hidalgo,North America
Toluca,Mexico,México,North America
Zumpango,Mexico,México,North America
Minatitlan,Mexico,Veracruz,North America
Coatzacoalcos,Mexico,Veracruz,North America
Poza Rica de Hidalgo,Mexico,Veracruz,North America
Cordoba,Mexico,Veracruz,North America
Santiago Tuxtla,Mexico,Veracruz,North America
Tuxpam,Mexico,Veracruz,North America
Panuco,Mexico,Veracruz,North America
Pijijiapan,Mexico,Chiapas,North America
Isla Mujeres,Mexico,Quintana Roo,North America
Felipe Carrillo Puerto,Mexico,Quintana Roo,North America
Tizimin,Mexico,Yucatán,North America
Valladolid,Mexico,Yucatán,North America
Izamal,Mexico,Yucatán,North America
Ticul,Mexico,Yucatán,North America
Ensenada,Mexico,Baja California,North America
Saltillo,Mexico,Coahuila,North America
Ciudad Juárez,Mexico,Chihuahua,North America
Delicias,Mexico,Chihuahua,North America
Durango,Mexico,Durango,North America
Los Mochis,Mexico,Sinaloa,North America
Ciudad Victoria,Mexico,Tamaulipas,North America
Aguascalientes,Mexico,Aguascalientes,North America
Manzanillo,Mexico,Colima,North America
Tehuantepec,Mexico,Oaxaca,North America
Villahermosa,Mexico,Tabasco,North America
Cuernavaca,Mexico,Morelos,North America
Queretaro,Mexico,Querétaro,North America
Tapachula,Mexico,Chiapas,North America
Chetumal,Mexico,Quintana Roo,North America
Progreso,Mexico,Yucatán,North America
Cabo San Lucas,Mexico,Baja California Sur,North America
Monclova,Mexico,Coahuila,North America
Ometepec,Mexico,Guerrero,North America
Cozumel,Mexico,Quintana Roo,North America
Mexicali,Mexico,Baja California,North America
La Paz,Mexico,Baja California Sur,North America
Torreon,Mexico,Coahuila,North America
Culiacan,Mexico,Sinaloa,North America
Nogales,Mexico,Sonora,North America
Hermosillo,Mexico,Sonora,North America
Guaymas,Mexico,Sonora,North America
San Luis Potosi,Mexico,San Luis Potosí,North America
Matamoros,Mexico,Tamaulipas,North America
Nuevo Laredo,Mexico,Tamaulipas,North America
Colima,Mexico,Colima,North America
Campeche,Mexico,Campeche,North America
Oaxaca,Mexico,Oaxaca,North America
Leon,Mexico,Guanajuato,North America
Tijuana,Mexico,Baja California,North America
Chihuahua,Mexico,Chihuahua,North America
Mazatlan,Mexico,Sinaloa,North America
Tampico,Mexico,Tamaulipas,North America
Acapulco,Mexico,Guerrero,North America
Veracruz,Mexico,Veracruz,North America
Tuxtla Gutierrez,Mexico,Chiapas,North America
Cancun,Mexico,Quintana Roo,North America
Merida,Mexico,Yucatán,North America
Guadalajara,Mexico,Jalisco,North America
Puebla,Mexico,Puebla,North America
Monterrey,Mexico,Nuevo León,North America
Mexico City,Mexico,Distrito Federal,North America
Dubasari,Moldova,Transnistria,Europe
Balti,Moldova,Balti,Europe
Cahul,Moldova,Cahul,Europe
Tiraspol,Moldova,Bender,Europe
Chisinau,Moldova,Chisinau,Europe
Monaco,Monaco,,Europe
Suchboatar,Mongolia,Selenge,Asia
Dzuunmod,Mongolia,Töv,Asia
Tsetserleg,Mongolia,Arhangay,Asia
Olgiy,Mongolia,Bayan-Ölgiy,Asia
Ulaan-Uul,Mongolia,Dornogovi,Asia
Hodrogo,Mongolia,Dzavhan,Asia
Buyant-Uhaa,Mongolia,Dornogovi,Asia
Ondorhaan,Mongolia,Hentiy,Asia
Bayankhongor,Mongolia,Bayanhongor,Asia
Uliastay,Mongolia,Dzavhan,Asia
Altay,Mongolia,Govi-Altay,Asia
Moron,Mongolia,Hövsgöl,Asia
Ulaangom,Mongolia,Uvs,Asia
Bulgan,Mongolia,Bulgan,Asia
Mandalgovi,Mongolia,Dundgovi,Asia
Darhan,Mongolia,Selenge,Asia
Dzuunharaa,Mongolia,Selenge,Asia
Arvayheer,Mongolia,Övörhangay,Asia
Baruun Urt,Mongolia,Sühbaatar,Asia
Dalandzadgad,Mongolia,Ömnögovi,Asia
Dund-Us,Mongolia,Hovd,Asia
Choybalsan,Mongolia,Dornod,Asia
Erdenet,Mongolia,Orhon,Asia
Ulaanbaatar,Mongolia,Ulaanbaatar,Asia
Podgorica,Montenegro,Podgorica,Europe
Ksar El Kebir,Morocco,Tanger - Tétouan,Africa
Larache,Morocco,Tanger - Tétouan,Africa
Taza,Morocco,Taza - Al Hoceima - Taounate,Africa
Ouezzane,Morocco,Gharb - Chrarda - Béni Hssen,Africa
Kenitra,Morocco,Gharb - Chrarda - Béni Hssen,Africa
Settat,Morocco,Chaouia - Ouardigha,Africa
Er Rachidia,Morocco,Meknès - Tafilalet,Africa
Meknes,Morocco,Meknès - Tafilalet,Africa
Tiznit,Morocco,Souss - Massa - Draâ,Africa
El Jadida,Morocco,Doukkala - Abda,Africa
Dawra,Morocco,Laâyoune - Boujdour - Sakia El Hamra,Africa
Lemsid,Morocco,Laâyoune - Boujdour - Sakia El Hamra,Africa
Tan Tan,Morocco,Guelmim - Es-Semara,Africa
Bir Anzarane,Morocco,Oued el Dahab,Africa
Tangier,Morocco,Tanger - Tétouan,Africa
Agadir,Morocco,Souss - Massa - Draâ,Africa
Goulimine,Morocco,Guelmim - Es-Semara,Africa
Smara,Morocco,Guelmim - Es-Semara,Africa
Ad Dakhla,Morocco,Oued el Dahab,Africa
Oujda,Morocco,Oriental,Africa
Safi,Morocco,Doukkala - Abda,Africa
Laayoune,Morocco,Laâyoune - Boujdour - Sakia El Hamra,Africa
Fez,Morocco,Fès - Boulemane,Africa
Rabat,Morocco,Rabat - Salé - Zemmour - Zaer,Africa
Marrakesh,Morocco,Marrakech - Tensift - Al Haouz,Africa
Casablanca,Morocco,Grand Casablanca,Africa
Moatize,Mozambique,Tete,Africa
Luangwa,Mozambique,Tete,Africa
Manica,Mozambique,Manica,Africa
Espungabera,Mozambique,Manica,Africa
Montepuez,Mozambique,Cabo Delgado,Africa
Mocimboa,Mozambique,Cabo Delgado,Africa
Marrupa,Mozambique,Nassa,Africa
Cuamba,Mozambique,Nassa,Africa
Ligonha,Mozambique,Nampula,Africa
Macia,Mozambique,Gaza,Africa
Massangena,Mozambique,Gaza,Africa
Mapai,Mozambique,Gaza,Africa
Dondo,Mozambique,Sofala,Africa
Chiramba,Mozambique,Sofala,Africa
Mocuba,Mozambique,Zambezia,Africa
Nicuadala,Mozambique,Zambezia,Africa
Maxixe,Mozambique,Inhambane,Africa
Panda,Mozambique,Inhambane,Africa
Quissico,Mozambique,Inhambane,Africa
Vilanculos,Mozambique,Inhambane,Africa
Matola,Mozambique,Maputo,Africa
Chimoio,Mozambique,Manica,Africa
Lichinga,Mozambique,Nassa,Africa
Angoche,Mozambique,Nampula,Africa
Mocambique,Mozambique,Nampula,Africa
Inhambane,Mozambique,Inhambane,Africa
Tete,Mozambique,Tete,Africa
Pemba,Mozambique,Cabo Delgado,Africa
Nampula,Mozambique,Nampula,Africa
Xai-Xai,Mozambique,Gaza,Africa
Quelimane,Mozambique,Zambezia,Africa
Nacala,Mozambique,Nampula,Africa
Beira,Mozambique,Sofala,Africa
Maputo,Mozambique,Maputo,Africa
Loikaw,Myanmar,Kayah,Asia
Pa-an,Myanmar,Kayin,Asia
Hakha,Myanmar,Chin,Asia
Taunggyi,Myanmar,Shan,Asia
Sagaing,Myanmar,Sagaing,Asia
Myingyan,Myanmar,Mandalay,Asia
Letpadan,Myanmar,Bago,Asia
Taungoo,Myanmar,Bago,Asia
Thongwa,Myanmar,Yangon,Asia
Mudon,Myanmar,Mon,Asia
Ye,Myanmar,Mon,Asia
Mawlamyine,Myanmar,Mon,Asia
Kyaukphyu,Myanmar,Rakhine,Asia
Wakema,Myanmar,Ayeyarwady,Asia
Labutta,Myanmar,Ayeyarwady,Asia
Phyarpon,Myanmar,Ayeyarwady,Asia
Yandoon,Myanmar,Ayeyarwady,Asia
Hinthada,Myanmar,Ayeyarwady,Asia
Pathein,Myanmar,Ayeyarwady,Asia
Allanmyo,Myanmar,Magway,Asia
Yaynangyoung,Myanmar,Magway,Asia
Chauk,Myanmar,Magway,Asia
Pakokku,Myanmar,Magway,Asia
Namtu,Myanmar,Shan,Asia
Dawei,Myanmar,Tanintharyi,Asia
Shwebo,Myanmar,Sagaing,Asia
Bago,Myanmar,Bago,Asia
Pyu,Myanmar,Bago,Asia
Pyay,Myanmar,Bago,Asia
Magway,Myanmar,Magway,Asia
Myitkyina,Myanmar,Kachin,Asia
Monywa,Myanmar,Sagaing,Asia
Myeik,Myanmar,Tanintharyi,Asia
Mandalay,Myanmar,Mandalay,Asia
Sittwe,Myanmar,Rakhine,Asia
Naypyidaw,Myanmar,Mandalay,Asia
Rangoon,Myanmar,Yangon,Asia
Omaruru,Namibia,Erongo,Africa
Karibib,Namibia,Erongo,Africa
Otavi,Namibia,Otjozondjupa,Africa
Gobabis,Namibia,Omaheke,Africa
Karasburg,Namibia,Karas,Africa
Bethanie,Namibia,Karas,Africa
Oranjemund,Namibia,Karas,Africa
Mariental,Namibia,Hardap,Africa
Rehoboth,Namibia,Hardap,Africa
Outjo,Namibia,Kunene,Africa
Opuwo,Namibia,Kunene,Africa
Usakos,Namibia,Erongo,Africa
Okahandja,Namibia,Otjozondjupa,Africa
Otjiwarongo,Namibia,Otjozondjupa,Africa
Oshikango,Namibia,Ohangwena,Africa
Cuangar,Namibia,Kavango,Africa
Katima Mulilo,Namibia,Caprivi,Africa
Keetmanshoop,Namibia,Karas,Africa
Maltahöhe,Namibia,Hardap,Africa
Swakopmund,Namibia,Erongo,Africa
Ongwediva,Namibia,Oshana,Africa
Rundu,Namibia,Kavango,Africa
Tsumeb,Namibia,Oshikoto,Africa
Lüderitz,Namibia,Karas,Africa
Walvis Bay,Namibia,Erongo,Africa
Windhoek,Namibia,Khomas,Africa
Grootfontein,Namibia,Otjozondjupa,Africa
Salyan,Nepal,Rapti,Asia
Baglung,Nepal,Dhawalagiri,Asia
Jumla,Nepal,Karnali,Asia
Bhairawa,Nepal,Lumbini,Asia
Dandeldhura,Nepal,Mahakali,Asia
Dhangarhi,Nepal,Achham,Asia
Ramechhap,Nepal,Janakpur,Asia
Bhimphedi,Nepal,Narayani,Asia
Rajbiraj,Nepal,Sagarmatha,Asia
Ilam,Nepal,Mechi,Asia
Lalitpur,Nepal,Bhaktapur,Asia
Hetauda,Nepal,Narayani,Asia
Nepalganj,Nepal,Banke,Asia
Birganj,Nepal,Narayani,Asia
Biratnagar,Nepal,Bhojpur,Asia
Pokhara,Nepal,Gorkha,Asia
Kathmandu,Nepal,Bhaktapur,Asia
Assen,Netherlands,Drenthe,Europe
Arnhem,Netherlands,Gelderland,Europe
Maastricht,Netherlands,Limburg,Europe
Zwolle,Netherlands,Overijssel,Europe
Middelburg,Netherlands,Zeeland,Europe
's-Hertogenbosch,Netherlands,Noord-Brabant,Europe
Eindhoven,Netherlands,Noord-Brabant,Europe
Leeuwarden,Netherlands,Friesland,Europe
Groningen,Netherlands,Groningen,Europe
Utrecht,Netherlands,Utrecht,Europe
Haarlem,Netherlands,Noord-Holland,Europe
Rotterdam,Netherlands,Zuid-Holland,Europe
The Hague,Netherlands,Zuid-Holland,Europe
Amsterdam,Netherlands,Noord-Holland,Europe
Noumea,New Caledonia,Sud,
Greymouth,New Zealand,West Coast,Australia
Upper Hutt,New Zealand,Manawatu-Wanganui,Australia
Masterton,New Zealand,Manawatu-Wanganui,Australia
Levin,New Zealand,Manawatu-Wanganui,Australia
Waitakere,New Zealand,Auckland,Australia
Takapuna,New Zealand,Auckland,Australia
Whakatane,New Zealand,Bay of Plenty,Australia
Ashburton,New Zealand,Canterbury,Australia
Kaiapoi,New Zealand,Canterbury,Australia
New Plymouth,New Zealand,Taranaki,Australia
Westport,New Zealand,West Coast,Australia
Hokitika,New Zealand,West Coast,Australia
Oamaru,New Zealand,Otago,Australia
Palmerston North,New Zealand,Manawatu-Wanganui,Australia
Wanganui,New Zealand,Manawatu-Wanganui,Australia
Hastings,New Zealand,Gisborne,Australia
Gisborne,New Zealand,Gisborne,Australia
Rotorua,New Zealand,Auckland,Australia
Taupo,New Zealand,Auckland,Australia
Tauranga,New Zealand,Bay of Plenty,Australia
Timaru,New Zealand,Canterbury,Australia
Nelson,New Zealand,Nelson,Australia
Whangarei,New Zealand,Northland,Australia
Queenstown,New Zealand,Otago,Australia
Invercargill,New Zealand,Southland,Australia
Napier,New Zealand,Gisborne,Australia
Manukau,New Zealand,Auckland,Australia
Hamilton,New Zealand,Auckland,Australia
Blenheim,New Zealand,Marlborough,Australia
Dunedin,New Zealand,Otago,Australia
Wellington,New Zealand,Manawatu-Wanganui,Australia
Christchurch,New Zealand,Canterbury,Australia
Auckland,New Zealand,Auckland,Australia
Somoto,Nicaragua,Madriz,South America
Ocotal,Nicaragua,Nueva Segovia,South America
San Carlos,Nicaragua,Nicaragua,South America
Jinotepe,Nicaragua,Carazo,South America
Jinotega,Nicaragua,Jinotega,South America
Masaya,Nicaragua,Masaya,South America
San Juan del Sur,Nicaragua,Nicaragua,South America
Esteli,Nicaragua,Estelí,South America
Boaco,Nicaragua,Boaco,South America
Juigalpa,Nicaragua,Chontales,South America
Rivas,Nicaragua,Nicaragua,South America
San Juan de Nicaragua,Nicaragua,Nicaragua,South America
Granada,Nicaragua,Granada,South America
Chinandega,Nicaragua,Chinandega,South America
Matagalpa,Nicaragua,Matagalpa,South America
Puerto Cabezas,Nicaragua,Atlántico Norte,South America
Leon,Nicaragua,León,South America
Bluefields,Nicaragua,Atlántico Sur,South America
Managua,Nicaragua,Managua,South America
Goure,Niger,Zinder,Africa
Gaya,Niger,Dosso,Africa
Tillaberi,Niger,Niamey,Africa
Ayorou,Niger,Niamey,Africa
Birni Nkonni,Niger,Tahoua,Africa
Madaoua,Niger,Tahoua,Africa
Diffa,Niger,Diffa,Africa
Nguigmi,Niger,Diffa,Africa
Dosso,Niger,Dosso,Africa
Arlit,Niger,Agadez,Africa
Djado,Niger,Agadez,Africa
Maradi,Niger,Maradi,Africa
Tahoua,Niger,Tahoua,Africa
Zinder,Niger,Zinder,Africa
Niamey,Niger,Niamey,Africa
Agadez,Niger,Agadez,Africa
Umuahia,Nigeria,Abia,Africa
Uyo,Nigeria,Akwa Ibom,Africa
Owerri,Nigeria,Imo,Africa
Dutse,Nigeria,Jigawa,Africa
Damaturu,Nigeria,Yobe,Africa
Iwo,Nigeria,Osun,Africa
Iseyin,Nigeria,Oyo,Africa
Biu,Nigeria,Borno,Africa
Bama,Nigeria,Borno,Africa
Aba,Nigeria,Abia,Africa
Opobo,Nigeria,Akwa Ibom,Africa
Orlu,Nigeria,Imo,Africa
Oturkpo,Nigeria,Benue,Africa
Calabar,Nigeria,Cross River,Africa
Wukari,Nigeria,Taraba,Africa
Jalingo,Nigeria,Taraba,Africa
Kontagora,Nigeria,Niger,Africa
Bida,Nigeria,Niger,Africa
Abeokuta,Nigeria,Ogun,Africa
Ijebu Ode,Nigeria,Ogun,Africa
Akure,Nigeria,Ondo,Africa
Ikare,Nigeria,Ondo,Africa
Owo,Nigeria,Ondo,Africa
Ondo,Nigeria,Ondo,Africa
Ado Ekiti,Nigeria,Ekiti,Africa
Ife,Nigeria,Osun,Africa
Oshogbo,Nigeria,Osun,Africa
Oyo,Nigeria,Oyo,Africa
Awka,Nigeria,Anambra,Africa
Onitsha,Nigeria,Anambra,Africa
Azare,Nigeria,Bauchi,Africa
Bauchi,Nigeria,Bauchi,Africa
Gombe,Nigeria,Gombe,Africa
Kumo,Nigeria,Gombe,Africa
Sapele,Nigeria,Delta,Africa
Nsukka,Nigeria,Enugu,Africa
Lokoja,Nigeria,Kogi,Africa
Idah,Nigeria,Kogi,Africa
Lafia,Nigeria,Nassarawa,Africa
Keffi,Nigeria,Nassarawa,Africa
Funtua,Nigeria,Katsina,Africa
Katsina,Nigeria,Katsina,Africa
Gusau,Nigeria,Zamfara,Africa
Nguru,Nigeria,Yobe,Africa
Gashua,Nigeria,Yobe,Africa
Potiskum,Nigeria,Yobe,Africa
Birnin Kebbi,Nigeria,Kebbi,Africa
Koko,Nigeria,Kebbi,Africa
Mubi,Nigeria,Adamawa,Africa
Numan,Nigeria,Adamawa,Africa
Ilorin,Nigeria,Kwara,Africa
Minna,Nigeria,Niger,Africa
Zaria,Nigeria,Kaduna,Africa
Jos,Nigeria,Plateau,Africa
Yola,Nigeria,Adamawa,Africa
Benin City,Nigeria,Edo,Africa
Maiduguri,Nigeria,Borno,Africa
Port Harcourt,Nigeria,Rivers,Africa
Makurdi,Nigeria,Benue,Africa
Ibadan,Nigeria,Oyo,Africa
Ogbomosho,Nigeria,Oyo,Africa
Warri,Nigeria,Delta,Africa
Kaduna,Nigeria,Kaduna,Africa
Enugu,Nigeria,Enugu,Africa
Sokoto,Nigeria,Sokoto,Africa
Abuja,Nigeria,Federal Capital Territory,Africa
Kano,Nigeria,Kano,Africa
Lagos,Nigeria,Lagos,Africa
Sariwon,North Korea,Hwanghae-bukto,Asia
Sin-Ni,North Korea,P'yongan-namdo,Asia
Changyon,North Korea,Hwanghae-namdo,Asia
Anbyon,North Korea,Kangwon-do,Asia
Munchon,North Korea,Kangwon-do,Asia
Kaesong,North Korea,Kaesong,Asia
Chosan,North Korea,Chagang-do,Asia
Manpo,North Korea,Chagang-do,Asia
Sunchon,North Korea,P'yongan-namdo,Asia
Kimhyonggwon,North Korea,Ryanggang,Asia
Pyongsan,North Korea,Hwanghae-bukto,Asia
Ongjin,North Korea,Hwanghae-namdo,Asia
Haeju,North Korea,Hwanghae-namdo,Asia
Kilchu,North Korea,Hamgyong-bukto,Asia
Musan,North Korea,Hamgyong-bukto,Asia
Sonbong,North Korea,Hamgyong-bukto,Asia
Kanggye,North Korea,Chagang-do,Asia
Hungnam,North Korea,Hamgyong-namdo,Asia
Taedong,North Korea,P'yongan-bukto,Asia
Chongju,North Korea,P'yongan-bukto,Asia
Hyeson,North Korea,Ryanggang,Asia
Nampo,North Korea,Namp'o-si,Asia
Chongjin,North Korea,Hamgyong-bukto,Asia
Kimchaek,North Korea,Hamgyong-bukto,Asia
Hamhung,North Korea,Hamgyong-namdo,Asia
Wonsan,North Korea,Kangwon-do,Asia
Sinuiju,North Korea,P'yongan-bukto,Asia
Pyongyang,North Korea,P'yongyang,Asia
Kyrenia,Northern Cyprus,,Europe
Ammochostos,Northern Cyprus,,Europe
Capitol Hill,Northern Mariana Islands,,
Arendal,Norway,Aust-Agder,Europe
Vossavangen,Norway,Hordaland,Europe
Leikanger,Norway,Sogn og Fjordane,Europe
Bærum,Norway,Akershus,Europe
Hamar,Norway,Hedmark,Europe
Tønsberg,Norway,Vestfold,Europe
Finnsnes,Norway,Troms,Europe
Gjøvik,Norway,Oppland,Europe
Rørvik,Norway,Nord-Trøndelag,Europe
Harstad,Norway,Troms,Europe
Ålesund,Norway,Møre og Romsdal,Europe
Sandnes,Norway,Rogaland,Europe
Drammen,Norway,Buskerud,Europe
Moss,Norway,Ãstfold,Europe
Steinkjer,Norway,Nord-Trøndelag,Europe
Svolvær,Norway,Nordland,Europe
Mo i Rana,Norway,Nordland,Europe
Narvik,Norway,Nordland,Europe
Bodø,Norway,Nordland,Europe
Haugesund,Norway,Rogaland,Europe
Stavanger,Norway,Rogaland,Europe
Skien,Norway,Telemark,Europe
Namsos,Norway,Nord-Trøndelag,Europe
Alta,Norway,Finnmark,Europe
Vadsø,Norway,Finnmark,Europe
Molde,Norway,Møre og Romsdal,Europe
Lillehammer,Norway,Oppland,Europe
Kirkenes,Norway,Finnmark,Europe
Kristiansand,Norway,Vest-Agder,Europe
Hammerfest,Norway,Finnmark,Europe
Tromsø,Norway,Troms,Europe
Trondheim,Norway,Sør-Trøndelag,Europe
Bergen,Norway,Hordaland,Europe
Oslo,Norway,Oslo,Europe
Alayat Samail,Oman,Ad Dakhliyah,Asia
Dawwah,Oman,Ash Sharqiyah,Asia
Mirbat,Oman,Dhofar,Asia
Ibri,Oman,Al Dhahira,Asia
Salalah,Oman,Dhofar,Asia
Suhar,Oman,Al Batnah,Asia
As Sib,Oman,Muscat,Asia
Nizwa,Oman,Ad Dakhliyah,Asia
Sur,Oman,Ash Sharqiyah,Asia
Muscat,Oman,Muscat,Asia
Parachinar,Pakistan,F.A.T.A.,Asia
Sialkote,Pakistan,Punjab,Asia
Sheikhu Pura,Pakistan,Punjab,Asia
Gujrat,Pakistan,Punjab,Asia
Sahiwal,Pakistan,Punjab,Asia
Chiniot,Pakistan,Punjab,Asia
Rahim Yar Khan,Pakistan,Punjab,Asia
Mansehra,Pakistan,Khyber-Pakhtunkhwa,Asia
Kohat,Pakistan,N.W.F.P.,Asia
Abbottabad,Pakistan,N.W.F.P.,Asia
Mardan,Pakistan,N.W.F.P.,Asia
Gwadar,Pakistan,Baluchistan,Asia
Zhob,Pakistan,Baluchistan,Asia
Gilgit,Pakistan,Northern Areas,Asia
Kasur,Pakistan,Punjab,Asia
Kundian,Pakistan,Punjab,Asia
Okara,Pakistan,Punjab,Asia
Jhang,Pakistan,Punjab,Asia
Sargodha,Pakistan,Punjab,Asia
Dera Ghazi Khan,Pakistan,Punjab,Asia
Sadiqabad,Pakistan,Punjab,Asia
Nawabshah,Pakistan,Sind,Asia
Bannu,Pakistan,N.W.F.P.,Asia
Dera Ismail Khan,Pakistan,Khyber-Pakhtunkhwa,Asia
Chaman,Pakistan,Baluchistan,Asia
Turbat,Pakistan,Baluchistan,Asia
Faisalabad,Pakistan,Punjab,Asia
Rawalpindi,Pakistan,Punjab,Asia
Bahawalpur,Pakistan,Punjab,Asia
Mirput Khas,Pakistan,Sind,Asia
Sukkur,Pakistan,Sind,Asia
Saidu,Pakistan,N.W.F.P.,Asia
Gujranwala,Pakistan,Punjab,Asia
Quetta,Pakistan,Baluchistan,Asia
Larkana,Pakistan,Sind,Asia
Islamabad,Pakistan,F.C.T.,Asia
Multan,Pakistan,Punjab,Asia
Hyderabad,Pakistan,Sind,Asia
Peshawar,Pakistan,N.W.F.P.,Asia
Lahore,Pakistan,Punjab,Asia
Karachi,Pakistan,Sind,Asia
Koror,Palau,,
Melekeok,Palau,,
Ramallah,Palestine,,Asia
Al Khalil,Palestine,,Asia
Nablus,Palestine,,Asia
Gaza,Palestine,,Asia
El Porvenir,Panama,Kuna Yala,North America
Penonome,Panama,Coclé,North America
Chitre,Panama,Herrera,North America
Jaque,Panama,Darién,North America
Bocas del Toro,Panama,Bocas del Toro,North America
Almirante,Panama,Bocas del Toro,North America
Las Tablas,Panama,Los Santos,North America
Santiago,Panama,Veraguas,North America
La Palma,Panama,Darién,North America
Colon,Panama,Colón,North America
Balboa,Panama,Panama,North America
Puerto Armuelles,Panama,Chiriquí,North America
David,Panama,Chiriquí,North America
Panama City,Panama,Panama,North America
Wabag,Papua New Guinea,Enga,Africa
Vanimo,Papua New Guinea,Sandaun,Africa
Kundiawa,Papua New Guinea,Chimbu,Africa
Kerema,Papua New Guinea,Gulf,Africa
Arawa,Papua New Guinea,North Solomons,Africa
Lorengau,Papua New Guinea,Manus,Africa
Kimbe,Papua New Guinea,West New Britain,Africa
Daru,Papua New Guinea,,Africa
Sohano,Papua New Guinea,North Solomons,Africa
Kieta,Papua New Guinea,North Solomons,Africa
Mendi,Papua New Guinea,Southern Highlands,Africa
Abau,Papua New Guinea,Central,Africa
Alotau,Papua New Guinea,Milne Bay,Africa
Popondetta,Papua New Guinea,Northern,Africa
Hoskins,Papua New Guinea,West New Britain,Africa
Wewak,Papua New Guinea,East Sepik,Africa
Madang,Papua New Guinea,Madang,Africa
Kavieng,Papua New Guinea,New Ireland,Africa
Goroka,Papua New Guinea,Eastern Highlands,Africa
Mt. Hagen,Papua New Guinea,Western Highlands,Africa
Rabaul,Papua New Guinea,East New Britain,Africa
Lae,Papua New Guinea,Morobe,Africa
Port Moresby,Papua New Guinea,Central,Africa
Mariscal Estigarribia,Paraguay,Boquerón,South America
Caacupe,Paraguay,Cordillera,South America
General Eugenio Alejandrino Garay,Paraguay,Boquerón,South America
Arroyos y Esteros,Paraguay,Cordillera,South America
Villa Hayes,Paraguay,Presidente Hayes,South America
Fortin Falcon,Paraguay,Presidente Hayes,South America
Puerto Pinasco,Paraguay,Presidente Hayes,South America
Pozo Colorado,Paraguay,Presidente Hayes,South America
San Pedro,Paraguay,San Pedro,South America
San Lorenzo,Paraguay,Asunción,South America
Ypacarai,Paraguay,Asunción,South America
San Juan Bautista,Paraguay,Misiones,South America
Paraguari,Paraguay,Paraguarí,South America
Nacunday,Paraguay,Alto Paraná,South America
Coronel Oviedo,Paraguay,Caaguazú,South America
Caazapa,Paraguay,Caazapá,South America
Ype Jhu,Paraguay,Canindeyú,South America
Encarnacion,Paraguay,Itapúa,South America
Coronel Bogado,Paraguay,Itapúa,South America
Fuerte Olimpo,Paraguay,Alto Paraguay,South America
Capitan Pablo Lagerenza,Paraguay,Alto Paraguay,South America
La Victoria,Paraguay,Alto Paraguay,South America
Horqueta,Paraguay,Concepción,South America
Belen,Paraguay,Concepción,South America
Rosario,Paraguay,San Pedro,South America
Ita,Paraguay,Asunción,South America
Pilar,Paraguay,Ñeembucú,South America
Pedro Juan Caballero,Paraguay,Amambay,South America
Bella Vista,Paraguay,Amambay,South America
Abai,Paraguay,Caazapá,South America
Ygatimi,Paraguay,Canindeyú,South America
Hohenau,Paraguay,Itapúa,South America
Concepcion,Paraguay,Concepción,South America
Villarrica,Paraguay,Guairá,South America
Filadelfia,Paraguay,Boquerón,South America
Ciudad del Este,Paraguay,Alto Paraná,South America
Asuncion,Paraguay,Asunción,South America
Ferrenafe,Peru,Lambayeque,South America
Motupe,Peru,Lambayeque,South America
Mollendo,Peru,Arequipa,South America
Urubamba,Peru,Cusco,South America
Santo Tomas,Peru,Cusco,South America
Putina,Peru,Callao,South America
Casma,Peru,Ancash,South America
Tournavista,Peru,Huánuco,South America
Huamachuco,Peru,La Libertad,South America
Otuzco,Peru,La Libertad,South America
Lamas,Peru,San Martín,South America
Nauta,Peru,Loreto,South America
Puquio,Peru,Ayacucho,South America
Chosica,Peru,Lima,South America
Satipo,Peru,Junín,South America
Tarma,Peru,Junín,South America
La Oroya,Peru,Junín,South America
Huaura,Peru,Lima,South America
Huacho,Peru,Lima,South America
Pimentel,Peru,Lambayeque,South America
Olmos,Peru,Lambayeque,South America
Sechura,Peru,Piura,South America
Chulucanas,Peru,Piura,South America
Sullana,Peru,Piura,South America
Abancay,Peru,Apurímac,South America
Camana,Peru,Arequipa,South America
Sicuani,Peru,Cusco,South America
Puno,Peru,Callao,South America
Ayaviri,Peru,Callao,South America
Ilave,Peru,Callao,South America
Desaguadero,Peru,Callao,South America
Huarmey,Peru,Ancash,South America
